0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006777778758062097,0.006015653956719798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010870410994964783,0.029116216045629712,0.028344451314466876,0.005419689925658268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03286027638030066,0.05083342957014378,0.05003958022949748,0.027468362102307194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015454797774187387,0.054210674969164964,0.07189224029877679,0.07106343300888791,0.04883633281161367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03679530424830807,0.07492478353804848,0.09227842192547275,0.09139780416197353,0.0695098319435554,0.019490980514042317,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057610003703513,0.0950304828288965,0.1120065360051302,0.11105382586671429,0.08950381659980465,0.040433863227865775,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01403323148647416,0.07794450147453581,0.11457018349316282,0.13111646215255324,0.1300715518833187,0.10886094565086209,0.060749420793835565,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035308430008804195,0.09782719679058981,0.13358947449342465,0.14966292071670007,0.1485096037199652,0.12764049237696395,0.08049416339458862,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05618108692519174,0.11726950269522768,0.15212946125115406,0.1677029734127379,0.16643035421631672,0.14590310833824138,0.09972219159727018,0.019988691832887026,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07661231883566916,0.13627514495155543,0.17022411964752274,0.18528645170520744,0.1838876433114167,0.16369884465601095,0.11847551425972334,0.0405053840831994,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.004485103192241417,0.09657813516112156,0.15485000617865247,0.1879009210105417,0.20245177291699384,0.20092136699667915,0.18106286852612066,0.1367820811716537,0.06054657369267777,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.025970416992714365,0.11607799532178273,0.17300624663741104,0.20518223137777714,0.21922652898661157,0.21755879415805743,0.19801833264614777,0.1546601674016667,0.08012725774184794,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.04694104843502204,0.13512957648923143,0.19076036053908643,0.22208610126373482,0.23563043690842977,0.23381929440894883,0.2145824102661141,0.17212490299269775,0.09926245434850219,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.06743564304411613,0.15375776589489526,0.20812870528285476,0.2386264204813081,0.25167830541069386,0.24971883023193261,0.23077132684102453,0.18919288601129478,0.11797054639708926,0.013492385617906819,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.08749307861532049,0.17198533546817976,0.22512390260798404,0.25481296872733894,0.2673818766127367,0.2652723362285254,0.24660244245582835,0.20588331313467736,0.1362730046477724,0.0342555107504658,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.10714267311315942,0.18982786668617174,0.2417533005959599,0.270651747945698,0.28275063408030193,0.28049417106453095,0.26209393552206606,0.2222166644987849,0.15419198794176975,0.05459745918250198,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.011321637898054335,0.12639982029319452,0.2072920773788779,0.25801909930483785,0.28614574199429466,0.29779227428264765,0.2953978721639868,0.2772638127442359,0.2382130707953755,0.17174805400226284,0.07453890656064244,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.032663921147017286,0.14526545814564218,0.22437643241433233,0.2739196210856484,0.30129618872586783,0.31251346886107717,0.3099962722856833,0.29212959062529653,0.2538918497665168,0.1889596068058283,0.0940960993155197,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.05357996231224942,0.1637291651169674,0.24107384252955508,0.2894516011661116,0.3161043679847787,0.3269210746117556,0.3243022225342078,0.3067088417116988,0.2692722409334103,0.205843941114778,0.11328190178068538,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.07404796595618139,0.18177552550214549,0.25737623627828904,0.3046132473000879,0.3305736065727578,0.34102343011303254,0.33832942517749653,0.32101985246837955,0.2843742510207702,0.22241853112775753,0.13210743671435662,0.01933659412808093,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.09404716895603986,0.19939198577214062,0.27327971482992086,0.31940720495164676,0.34471085624234393,0.3548311290252452,0.35209265754647034,0.33508145682250734,0.29921839692399116,0.23870110758037574,0.150582838163363,0.04063797864742815,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.11356631972907404,0.21657508022274322,0.2887882395546484,0.3338422476602375,0.3585271871324068,0.36835683262393154,0.3656070028795066,0.34891164814589204,0.3138238952953672,0.25470797539207884,0.16871640992711698,0.06151018161061115,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.007608870384888466,0.13260723151069254,0.23333259609742646,0.30391435677454426,0.34793298363480724,0.37203697967467425,0.38161416123026615,0.3788863020806285,0.36252537375631494,0.32820588496176983,0.2704512334606738,0.18651271554279217,0.08194639975654801,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.028893811090961955,0.15118291355889954,0.2496814191096876,0.3186769857344322,0.3616978344222293,0.3852562110329222,0.39461616927539106,0.39194150127625,0.37593245504008305,0.34237291905761014,0.28593630358476096,0.20397098143839165,0.10193675435520978,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.049663385516051435,0.16931240997886546,0.2656428347106545,0.33309764886091725,0.37515629943922263,0.3982006014042043,0.40737407645950197,0.4047796357189179,0.3891365698626,0.3563258994759465,0.301161082090037,0.2210850281159352,0.12146965475235783,0.019942258046875366,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.06993450934035501,0.18701521523292994,0.2812377346319513,0.347196895105638,0.38832662777528554,0.41088431521603425,0.41989673616596934,0.4174038725928443,0.40213575053775763,0.3700589662254981,0.3161172447008875,0.23784515831982947,0.14053457674277461,0.0414401700987632,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.08972154922431966,0.20430750847489515,0.29648347664024804,0.36099209503248747,0.4012245627353111,0.4233195265283277,0.4321909339522217,0.4298145552513026,0.41492420172124284,0.3835620122150412,0.33079325495511813,0.2542414313514007,0.1591254825763583,0.062346234803326545,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.10903496500184706,0.22120086001549388,0.3113928887461359,0.3744968669350148,0.4138632057674525,0.43551673310916417,0.4442622566893743,0.4420108095415289,0.4274947643374789,0.3968239012313422,0.3451779604201267,0.2702671077716075,0.1772436126544403,0.08267139653934895,0.01363476268956126,0.0,1.0
1.0,0.0,0.0,0.014574207653229584,0.12788184850808504,0.23770286677156713,0.32597492547271245,0.38772170114463744,0.4262536169696886,0.4474854497380684,0.4561161070376686,0.45399213885621087,0.43984122588567476,0.4098353493048197,0.35926357429839284,0.2859210444659266,0.1948986136797742,0.10243793471185618,0.03503534217247441,0.021427056242072428,1.0
1.0,0.0,0.0,0.03525301634220916,0.1462673597336632,0.25381872117145937,0.3402361118464687,0.40067510586159955,0.43840564672571597,0.45923487853137124,0.46775847370530954,0.4657595434300853,0.4519598800157747,0.4225907423360268,0.373047268552198,0.30120837330566225,0.2121076034288156,0.12167649164385622,0.05584298355224245,0.042685231093482705,1.0
1.0,0.0,0.0,0.055404347180546265,0.16419624483729886,0.2695528589385939,0.35418203085847005,0.4133647064512458,0.4503286001672251,0.4707742743519043,0.4791962289258729,0.4773159428364432,0.46385010617511224,0.43508867656510614,0.3865312556646182,0.3161395599535506,0.2288926479981769,0.14042160257654665,0.07610253269453625,0.06337407109262427,1.0
1.0,0.0,0.0,0.0750351028137895,0.18167392095091672,0.2849102119154311,0.3678184323880664,0.4257979831802294,0.4620315341401254,0.4821128972637994,0.49043691495771874,0.4886659312513459,0.47551408700767034,0.4473314643198556,0.3997217803635477,0.33072852406223874,0.24527769700439878,0.1587073061368,0.09585563825472211,0.08353836860761556,1.0
1.0,0.0,0.0143060875753801,0.09415315052695424,0.19870710558107116,0.29989693504943776,0.38115184006159086,0.4379825689428206,0.4735231697960585,0.4932595982556844,0.5014881333223741,0.499815067133281,0.4869559868224842,0.4593240833109131,0.4126276792107712,0.34499068081151585,0.2612860663360502,0.17656415184671942,0.11513750368164839,0.10321421800065783,1.0
1.0,0.01084186220809764,0.03441758231043188,0.1127674705198577,0.21530406218670262,0.31452067482593693,0.3941897155222443,0.4499261801064809,0.4848115250849121,0.5042221842726252,0.5123567348671473,0.5107689654946694,0.4981809533598695,0.4710730415575585,0.42525908269246127,0.3589415480917667,0.2769391344191319,0.19401823996642373,0.13397649670973225,0.1224292814273763,1.0
1.0,0.03076416091625681,0.05398908632562907,0.13088823059519816,0.2314745963813427,0.32879051338082277,0.40694031127453595,0.4616363176893278,0.49590342355682776,0.5150067466949945,0.5230480249445915,0.5215324386401613,0.5091942225482063,0.4825854647058979,0.43762656037008285,0.37259614273808384,0.2922562982103991,0.21109206552196455,0.15239606399958555,0.14120566222822262,1.0
