position 
"[0.05103077709520157, 0.04710926162304327]"
"[0.05101804165538636, 0.04708467634371737]"
"[0.05100530621557116, 0.04706009106439148]"
"[0.050992570775755953, 0.04703550578506558]"
"[0.05097983533594075, 0.047010920505739684]"
"[0.050967099896125544, 0.04698633522641379]"
"[0.05095436445631034, 0.04696174994708789]"
"[0.050941629016495134, 0.046937164667761995]"
"[0.05092889357667993, 0.0469125793884361]"
"[0.050916158136864724, 0.0468879941091102]"
"[0.05090342269704952, 0.046863408829784306]"
"[0.050890687257234314, 0.04683882355045841]"
"[0.05087795181741911, 0.04681423827113251]"
"[0.050865216377603904, 0.04678965299180662]"
"[0.0508524809377887, 0.04676506771248072]"
"[0.050839745497973494, 0.046740482433154824]"
"[0.05082701005815829, 0.04671589715382893]"
"[0.050814274618343085, 0.04669131187450303]"
"[0.05080153917852788, 0.046666726595177135]"
"[0.050788803738712675, 0.04664214131585124]"
"[0.05077606829889747, 0.04661755603652534]"
"[0.050763332859082265, 0.046592970757199446]"
"[0.05075059741926706, 0.04656838547787355]"
"[0.050737861979451855, 0.046543800198547654]"
"[0.05072512653963665, 0.04651921491922176]"
"[0.050712391099821445, 0.04649462963989586]"
"[0.05069965566000624, 0.046470044360569965]"
"[0.050686920220191035, 0.04644545908124407]"
"[0.05067418478037583, 0.04642087380191817]"
"[0.050661449340560626, 0.046396288522592276]"
"[0.05064871390074542, 0.04637170324326638]"
"[0.050635978460930216, 0.04634711796394048]"
"[0.05062324302111501, 0.04632253268461459]"
"[0.050610507581299806, 0.04629794740528869]"
"[0.0505977721414846, 0.046273362125962794]"
"[0.050585036701669396, 0.0462487768466369]"
"[0.05057230126185419, 0.046224191567311]"
"[0.050559565822038986, 0.046199606287985105]"
"[0.05054683038222378, 0.04617502100865921]"
"[0.050534094942408576, 0.04615043572933331]"
"[0.05052135950259337, 0.046125850450007416]"
"[0.05050862406277817, 0.04610126517068152]"
"[0.05049588862296296, 0.046076679891355624]"
"[0.05048315318314776, 0.04605209461202973]"
"[0.05047041774333255, 0.04602750933270383]"
"[0.05045768230351735, 0.046002924053377935]"
"[0.05044494686370214, 0.04597833877405204]"
"[0.05043221142388694, 0.04595375349472614]"
"[0.05041947598407173, 0.045929168215400246]"
"[0.05040674054425653, 0.04590458293607435]"
"[0.05039400510444132, 0.04587999765674845]"
"[0.05038126966462612, 0.04585541237742256]"
"[0.05036853422481091, 0.04583082709809666]"
"[0.05035579878499571, 0.045806241818770764]"
"[0.0503430633451805, 0.04578165653944487]"
"[0.0503303279053653, 0.04575707126011897]"
"[0.05031759246555009, 0.045732485980793075]"
"[0.05030485702573489, 0.04570790070146718]"
"[0.05029212158591968, 0.04568331542214128]"
"[0.05027938614610448, 0.045658730142815386]"
"[0.05026665070628927, 0.04563414486348949]"
"[0.05025391526647407, 0.04560955958416359]"
"[0.05024117982665886, 0.0455849743048377]"
"[0.05022844438684366, 0.0455603890255118]"
"[0.05021570894702845, 0.045535803746185904]"
"[0.05020297350721325, 0.04551121846686001]"
"[0.050190238067398044, 0.04548663318753411]"
"[0.05017750262758284, 0.045462047908208215]"
"[0.050164767187767634, 0.04543746262888232]"
"[0.05015203174795243, 0.04541287734955642]"
"[0.050139296308137224, 0.045388292070230526]"
"[0.05012656086832202, 0.04536370679090463]"
"[0.050113825428506814, 0.045339121511578734]"
"[0.05010108998869161, 0.04531453623225284]"
"[0.050088354548876404, 0.04528995095292694]"
"[0.0500756191090612, 0.045265365673601045]"
"[0.050062883669245994, 0.04524078039427515]"
"[0.05005014822943079, 0.04521619511494925]"
"[0.050037412789615585, 0.045191609835623356]"
"[0.05002467734980038, 0.04516702455629746]"
"[0.050011941909985175, 0.04514243927697156]"
"[0.04999920647016997, 0.04511785399764567]"
"[0.049986471030354765, 0.04509326871831977]"
"[0.04997373559053956, 0.045068683438993874]"
"[0.049961000150724355, 0.04504409815966798]"
"[0.04994826471090915, 0.04501951288034208]"
"[0.049935529271093945, 0.044994927601016185]"
"[0.04992279383127874, 0.04497034232169029]"
"[0.049910058391463535, 0.04494575704236439]"
"[0.04989732295164833, 0.044921171763038496]"
"[0.049884587511833126, 0.0448965864837126]"
"[0.04987185207201792, 0.044872001204386704]"
"[0.049859116632202716, 0.04484741592506081]"
"[0.04984638119238751, 0.04482283064573491]"
"[0.049833645752572306, 0.044798245366409015]"
"[0.0498209103127571, 0.04477366008708312]"
"[0.049808174872941896, 0.04474907480775722]"
"[0.04979543943312669, 0.044724489528431326]"
"[0.049782703993311486, 0.04469990424910543]"
"[0.04976996855349628, 0.04467531896977953]"
"[0.049757233113681076, 0.04465073369045364]"
"[0.04974449767386587, 0.04462614841112774]"
"[0.04973176223405067, 0.044601563131801844]"
"[0.04971902679423546, 0.04457697785247595]"
"[0.04970629135442026, 0.04455239257315005]"
"[0.04969355591460505, 0.044527807293824155]"
"[0.04968082047478985, 0.04450322201449826]"
"[0.04966808503497464, 0.04447863673517236]"
"[0.04965534959515944, 0.044454051455846466]"
"[0.04964261415534423, 0.04442946617652057]"
"[0.04962987871552903, 0.04440488089719467]"
"[0.04961714327571382, 0.04438029561786878]"
"[0.04960440783589862, 0.04435571033854288]"
"[0.04959167239608341, 0.044331125059216984]"
"[0.04957893695626821, 0.04430653977989109]"
"[0.049566201516453, 0.04428195450056519]"
"[0.0495534660766378, 0.044257369221239296]"
"[0.04954073063682259, 0.0442327839419134]"
"[0.04952799519700739, 0.0442081986625875]"
"[0.04951525975719218, 0.04418361338326161]"
"[0.04950252431737698, 0.04415902810393571]"
"[0.04948978887756177, 0.044134442824609814]"
"[0.04947705343774657, 0.04410985754528392]"
"[0.04946431799793136, 0.04408527226595802]"
"[0.04945158255811616, 0.044060686986632125]"
"[0.04943884711830095, 0.04403610170730623]"
"[0.04942611167848575, 0.04401151642798033]"
"[0.049413376238670544, 0.043986931148654436]"
"[0.04940064079885534, 0.04396234586932854]"
"[0.049387905359040134, 0.04393776059000264]"
"[0.04937516991922493, 0.04391317531067675]"
"[0.049362434479409724, 0.04388859003135085]"
"[0.04934969903959452, 0.043864004752024954]"
"[0.049336963599779314, 0.04383941947269906]"
"[0.04932422815996411, 0.04381483419337316]"
"[0.049311492720148904, 0.043790248914047265]"
"[0.0492987572803337, 0.04376566363472137]"
"[0.049286021840518494, 0.04374107835539547]"
"[0.04927328640070329, 0.043716493076069576]"
"[0.049260550960888085, 0.04369190779674368]"
"[0.04924781552107288, 0.043667322517417784]"
"[0.049235080081257675, 0.04364273723809189]"
"[0.04922234464144247, 0.04361815195876599]"
"[0.049209609201627265, 0.043593566679440095]"
"[0.04919687376181206, 0.0435689814001142]"
"[0.049184138321996855, 0.0435443961207883]"
"[0.04917140288218165, 0.043519810841462406]"
"[0.049158667442366445, 0.04349522556213651]"
"[0.04914593200255124, 0.04347064028281061]"
"[0.049133196562736035, 0.04344605500348472]"
"[0.04912046112292083, 0.04342146972415882]"
"[0.049107725683105626, 0.043396884444832924]"
"[0.04909499024329042, 0.04337229916550703]"
"[0.049082254803475216, 0.04334771388618113]"
"[0.04906951936366001, 0.043323128606855235]"
"[0.049056783923844806, 0.04329854332752934]"
"[0.0490440484840296, 0.04327395804820344]"
"[0.049031313044214396, 0.043249372768877546]"
"[0.04901857760439919, 0.04322478748955165]"
"[0.049005842164583986, 0.043200202210225754]"
"[0.04899310672476878, 0.04317561693089986]"
"[0.048980371284953576, 0.04315103165157396]"
"[0.04896763584513837, 0.043126446372248065]"
"[0.048954900405323167, 0.04310186109292217]"
"[0.04894216496550796, 0.04307727581359627]"
"[0.04892942952569276, 0.043052690534270376]"
"[0.04891669408587755, 0.04302810525494448]"
"[0.04890395864606235, 0.04300351997561858]"
"[0.04889122320624714, 0.04297893469629269]"
"[0.04887848776643194, 0.04295434941696679]"
"[0.04886575232661673, 0.042929764137640894]"
"[0.04885301688680153, 0.042905178858315]"
"[0.04884028144698632, 0.0428805935789891]"
"[0.04882754600717112, 0.042856008299663205]"
"[0.04881481056735591, 0.04283142302033731]"
"[0.04880207512754071, 0.04280683774101141]"
"[0.0487893396877255, 0.042782252461685516]"
"[0.0487766042479103, 0.04275766718235962]"
"[0.04876386880809509, 0.04273308190303372]"
"[0.04875113336827989, 0.04270849662370783]"
"[0.04873839792846468, 0.04268391134438193]"
"[0.04872566248864948, 0.042659326065056034]"
"[0.04871292704883427, 0.04263474078573014]"
"[0.04870019160901907, 0.04261015550640424]"
"[0.04868745616920386, 0.042585570227078345]"
"[0.04867472072938866, 0.04256098494775245]"
"[0.04866198528957345, 0.04253639966842655]"
"[0.04864924984975825, 0.042511814389100656]"
"[0.048636514409943044, 0.04248722910977476]"
"[0.04862377897012784, 0.042462643830448864]"
"[0.048611043530312634, 0.04243805855112297]"
"[0.04859830809049743, 0.04241347327179707]"
"[0.048585572650682224, 0.042388887992471175]"
"[0.04857283721086702, 0.04236430271314528]"
"[0.048560101771051814, 0.04233971743381938]"
"[0.04854736633123661, 0.042315132154493486]"
"[0.048534630891421404, 0.04229054687516759]"
"[0.0485218954516062, 0.04226596159584169]"
"[0.048509160011790994, 0.0422413763165158]"
"[0.04849642457197579, 0.0422167910371899]"
"[0.048483689132160585, 0.042192205757864004]"
"[0.04847095369234538, 0.04216762047853811]"
"[0.048458218252530175, 0.04214303519921221]"
"[0.04844548281271497, 0.042118449919886315]"
"[0.048432747372899765, 0.04209386464056042]"
"[0.04842001193308456, 0.04206927936123452]"
"[0.048407276493269355, 0.042044694081908626]"
"[0.04839454105345415, 0.04202010880258273]"
"[0.048381805613638945, 0.041995523523256834]"
"[0.04836907017382374, 0.04197093824393094]"
"[0.048356334734008535, 0.04194635296460504]"
"[0.04834359929419333, 0.041921767685279145]"
"[0.048330863854378125, 0.04189718240595325]"
"[0.04831812841456292, 0.04187259712662735]"
"[0.048305392974747716, 0.041848011847301456]"
"[0.04829265753493251, 0.04182342656797556]"
"[0.048279922095117306, 0.04179884128864966]"
"[0.0482671866553021, 0.04177425600932377]"
"[0.048254451215486896, 0.04174967072999787]"
"[0.04824171577567169, 0.041725085450671974]"
"[0.048228980335856486, 0.04170050017134608]"
"[0.04821624489604128, 0.04167591489202018]"
"[0.048203509456226076, 0.041651329612694285]"
"[0.04819077401641087, 0.04162674433336839]"
"[0.048178038576595666, 0.04160215905404249]"
"[0.04816530313678046, 0.041577573774716596]"
"[0.04815256769696526, 0.0415529884953907]"
"[0.04813983225715005, 0.0415284032160648]"
"[0.04812709681733485, 0.04150381793673891]"
"[0.04811436137751964, 0.04147923265741301]"
"[0.04810162593770444, 0.041454647378087114]"
"[0.04808889049788923, 0.04143006209876122]"
"[0.04807615505807403, 0.04140547681943532]"
"[0.04806341961825882, 0.041380891540109425]"
"[0.04805068417844362, 0.04135630626078353]"
"[0.04803794873862841, 0.04133172098145763]"
"[0.04802521329881321, 0.041307135702131736]"
"[0.048012477858998, 0.04128255042280584]"
"[0.0479997424191828, 0.041257965143479944]"
"[0.04798700697936759, 0.04123337986415405]"
"[0.04797427153955239, 0.04120879458482815]"
"[0.04796153609973718, 0.041184209305502255]"
"[0.04794880065992198, 0.04115962402617636]"
"[0.04793606522010677, 0.04113503874685046]"
"[0.04792332978029157, 0.041110453467524566]"
"[0.04791059434047636, 0.04108586818819867]"
"[0.04789785890066116, 0.04106128290887277]"
"[0.04788512346084595, 0.04103669762954688]"
"[0.04787238802103075, 0.04101211235022098]"
"[0.047859652581215543, 0.040987527070895084]"
"[0.04784691714140034, 0.04096294179156919]"
"[0.047834181701585134, 0.04093835651224329]"
"[0.04782144626176993, 0.040913771232917395]"
"[0.047808710821954724, 0.0408891859535915]"
"[0.04779597538213952, 0.0408646006742656]"
"[0.047783239942324314, 0.040840015394939706]"
"[0.04777050450250911, 0.04081543011561381]"
"[0.047757769062693904, 0.040790844836287914]"
"[0.0477450336228787, 0.04076625955696202]"
"[0.047732298183063494, 0.04074167427763612]"
"[0.04771956274324829, 0.040717088998310225]"
"[0.047706827303433084, 0.04069250371898433]"
"[0.04769409186361788, 0.04066791843965843]"
"[0.047681356423802675, 0.040643333160332536]"
"[0.04766862098398747, 0.04061874788100664]"
"[0.047655885544172265, 0.04059416260168074]"
"[0.04764315010435706, 0.04056957732235485]"
"[0.047630414664541855, 0.04054499204302895]"
"[0.04761767922472665, 0.040520406763703054]"
"[0.047604943784911445, 0.04049582148437716]"
"[0.04759220834509624, 0.04047123620505126]"
"[0.047579472905281035, 0.040446650925725365]"
"[0.04756673746546583, 0.04042206564639947]"
"[0.047554002025650625, 0.04039748036707357]"
"[0.04754126658583542, 0.040372895087747676]"
"[0.047528531146020216, 0.04034830980842178]"
"[0.04751579570620501, 0.04032372452909588]"
"[0.047503060266389806, 0.04029913924976999]"
"[0.0474903248265746, 0.04027455397044409]"
"[0.047477589386759396, 0.040249968691118194]"
"[0.04746485394694419, 0.0402253834117923]"
"[0.047452118507128986, 0.0402007981324664]"
"[0.04743938306731378, 0.040176212853140505]"
"[0.047426647627498576, 0.04015162757381461]"
"[0.04741391218768337, 0.04012704229448871]"
"[0.047401176747868166, 0.040102457015162817]"
"[0.04738844130805296, 0.04007787173583692]"
"[0.04737570586823776, 0.040053286456511024]"
"[0.04736297042842255, 0.04002870117718513]"
"[0.04735023498860735, 0.04000411589785923]"
"[0.04733749954879214, 0.039979530618533335]"
"[0.04732476410897694, 0.03995494533920744]"
"[0.04731202866916173, 0.03993036005988154]"
"[0.04729929322934653, 0.039905774780555646]"
"[0.04728655778953132, 0.03988118950122975]"
"[0.04727382234971612, 0.03985660422190385]"
"[0.04726108690990091, 0.03983201894257796]"
"[0.04724835147008571, 0.03980743366325206]"
"[0.0472356160302705, 0.039782848383926164]"
"[0.0472228805904553, 0.03975826310460027]"
"[0.04721014515064009, 0.03973367782527437]"
"[0.04719740971082489, 0.039709092545948475]"
"[0.04718467427100968, 0.03968450726662258]"
"[0.04717193883119448, 0.03965992198729668]"
"[0.04715920339137927, 0.039635336707970786]"
"[0.04714646795156407, 0.03961075142864489]"
"[0.04713373251174886, 0.039586166149318994]"
"[0.04712099707193366, 0.0395615808699931]"
"[0.04710826163211845, 0.0395369955906672]"
"[0.04709552619230325, 0.039512410311341305]"
"[0.04708279075248804, 0.03948782503201541]"
"[0.04707005531267284, 0.03946323975268951]"
"[0.047057319872857634, 0.039438654473363616]"
"[0.04704458443304243, 0.03941406919403772]"
"[0.047031848993227224, 0.03938948391471182]"
"[0.04701911355341202, 0.03936489863538593]"
"[0.047006378113596814, 0.03934031335606003]"
"[0.04699364267378161, 0.039315728076734134]"
"[0.046980907233966404, 0.03929114279740824]"
"[0.0469681717941512, 0.03926655751808234]"
"[0.046955436354335994, 0.039241972238756445]"
"[0.04694270091452079, 0.03921738695943055]"
"[0.046929965474705584, 0.03919280168010465]"
"[0.04691723003489038, 0.039168216400778756]"
"[0.046904494595075175, 0.03914363112145286]"
"[0.04689175915525997, 0.039119045842126964]"
"[0.046879023715444765, 0.03909446056280107]"
"[0.04686628827562956, 0.03906987528347517]"
"[0.046853552835814355, 0.039045290004149275]"
"[0.04684081739599915, 0.03902070472482338]"
"[0.046828081956183945, 0.03899611944549748]"
"[0.04681534651636874, 0.038971534166171586]"
"[0.046802611076553535, 0.03894694888684569]"
"[0.04678987563673833, 0.03892236360751979]"
"[0.046777140196923125, 0.0388977783281939]"
"[0.04676440475710792, 0.038873193048868]"
"[0.046751669317292716, 0.038848607769542104]"
"[0.04673893387747751, 0.03882402249021621]"
"[0.046726198437662306, 0.03879943721089031]"
"[0.0467134629978471, 0.038774851931564415]"
"[0.046700727558031896, 0.03875026665223852]"
"[0.04668799211821669, 0.03872568137291262]"
"[0.046675256678401486, 0.038701096093586726]"
"[0.04666252123858628, 0.03867651081426083]"
"[0.046649785798771076, 0.03865192553493493]"
"[0.04663705035895587, 0.03862734025560904]"
"[0.046624314919140666, 0.03860275497628314]"
"[0.04661157947932546, 0.038578169696957244]"
"[0.04659884403951026, 0.03855358441763135]"
"[0.04658610859969505, 0.03852899913830545]"
"[0.04657337315987985, 0.038504413858979555]"
"[0.04656063772006464, 0.03847982857965366]"
"[0.04654790228024944, 0.03845524330032776]"
"[0.04653516684043423, 0.038430658021001866]"
"[0.04652243140061903, 0.03840607274167597]"
"[0.04650969596080382, 0.038381487462350074]"
"[0.04649696052098862, 0.03835690218302418]"
"[0.04648422508117341, 0.03833231690369828]"
"[0.04647148964135821, 0.038307731624372385]"
"[0.046458754201543, 0.03828314634504649]"
"[0.0464460187617278, 0.03825856106572059]"
"[0.04643328332191259, 0.038233975786394696]"
"[0.04642054788209739, 0.0382093905070688]"
"[0.04640781244228218, 0.0381848052277429]"
"[0.04639507700246698, 0.03816021994841701]"
"[0.04638234156265177, 0.03813563466909111]"
"[0.04636960612283657, 0.038111049389765214]"
"[0.04635687068302136, 0.03808646411043932]"
"[0.04634413524320616, 0.03806187883111342]"
"[0.04633139980339095, 0.038037293551787525]"
"[0.04631866436357575, 0.03801270827246163]"
"[0.04630592892376054, 0.03798812299313573]"
"[0.04629319348394534, 0.037963537713809836]"
"[0.046280458044130134, 0.03793895243448394]"
"[0.04626772260431493, 0.037914367155158044]"
"[0.046254987164499724, 0.03788978187583215]"
"[0.04624225172468452, 0.03786519659650625]"
"[0.046229516284869314, 0.037840611317180355]"
"[0.04621678084505411, 0.03781602603785446]"
"[0.046204045405238904, 0.03779144075852856]"
"[0.0461913099654237, 0.037766855479202666]"
"[0.046178574525608494, 0.03774227019987677]"
"[0.04616583908579329, 0.03771768492055087]"
"[0.046153103645978084, 0.03769309964122498]"
"[0.04614036820616288, 0.03766851436189908]"
"[0.046127632766347675, 0.037643929082573184]"
"[0.04611489732653247, 0.03761934380324729]"
"[0.046102161886717265, 0.03759475852392139]"
"[0.04608942644690206, 0.037570173244595495]"
"[0.046076691007086855, 0.0375455879652696]"
"[0.04606395556727165, 0.0375210026859437]"
"[0.046051220127456445, 0.037496417406617806]"
"[0.04603848468764124, 0.03747183212729191]"
"[0.046025749247826035, 0.03744724684796601]"
"[0.04601301380801083, 0.03742266156864012]"
"[0.046000278368195625, 0.03739807628931422]"
"[0.04598754292838042, 0.037373491009988324]"
"[0.045974807488565216, 0.03734890573066243]"
"[0.04596207204875001, 0.03732432045133653]"
"[0.045949336608934806, 0.037299735172010635]"
"[0.0459366011691196, 0.03727514989268474]"
"[0.045923865729304396, 0.03725056461335884]"
"[0.04591113028948919, 0.037225979334032946]"
"[0.045898394849673986, 0.03720139405470705]"
"[0.04588565940985878, 0.037176808775381154]"
"[0.045872923970043576, 0.03715222349605526]"
"[0.04586018853022837, 0.03712763821672936]"
"[0.045847453090413166, 0.037103052937403465]"
"[0.04583471765059796, 0.03707846765807757]"
"[0.045821982210782757, 0.03705388237875167]"
"[0.04580924677096755, 0.037029297099425776]"
"[0.04579651133115235, 0.03700471182009988]"
"[0.04578377589133714, 0.03698012654077398]"
"[0.04577104045152194, 0.03695554126144809]"
"[0.04575830501170673, 0.03693095598212219]"
"[0.04574556957189153, 0.036906370702796294]"
"[0.04573283413207632, 0.0368817854234704]"
"[0.04572009869226112, 0.0368572001441445]"
"[0.04570736325244591, 0.036832614864818605]"
"[0.04569462781263071, 0.03680802958549271]"
"[0.0456818923728155, 0.03678344430616681]"
"[0.0456691569330003, 0.036758859026840916]"
"[0.04565642149318509, 0.03673427374751502]"
"[0.04564368605336989, 0.036709688468189124]"
"[0.04563095061355468, 0.03668510318886323]"
"[0.04561821517373948, 0.03666051790953733]"
"[0.04560547973392427, 0.036635932630211435]"
"[0.04559274429410907, 0.03661134735088554]"
"[0.04558000885429386, 0.03658676207155964]"
"[0.04556727341447866, 0.036562176792233746]"
"[0.04555453797466345, 0.03653759151290785]"
"[0.04554180253484825, 0.03651300623358195]"
"[0.04552906709503304, 0.03648842095425606]"
"[0.04551633165521784, 0.03646383567493016]"
"[0.045503596215402634, 0.036439250395604264]"
"[0.04549086077558743, 0.03641466511627837]"
"[0.045478125335772224, 0.03639007983695247]"
"[0.04546538989595702, 0.036365494557626575]"
"[0.045452654456141814, 0.03634090927830068]"
"[0.04543991901632661, 0.03631632399897478]"
"[0.045427183576511404, 0.036291738719648886]"
"[0.0454144481366962, 0.03626715344032299]"
"[0.045401712696880994, 0.03624256816099709]"
"[0.04538897725706579, 0.0362179828816712]"
"[0.045376241817250584, 0.0361933976023453]"
"[0.04536350637743538, 0.036168812323019404]"
"[0.045350770937620175, 0.03614422704369351]"
"[0.04533803549780497, 0.03611964176436761]"
"[0.045325300057989765, 0.036095056485041715]"
"[0.04531256461817456, 0.03607047120571582]"
"[0.045299829178359355, 0.03604588592638992]"
"[0.04528709373854415, 0.036021300647064027]"
"[0.045274358298728945, 0.03599671536773813]"
"[0.04526162285891374, 0.035972130088412234]"
"[0.045248887419098535, 0.03594754480908634]"
"[0.04523615197928333, 0.03592295952976044]"
"[0.045223416539468125, 0.035898374250434545]"
"[0.04521068109965292, 0.03587378897110865]"
"[0.045197945659837716, 0.03584920369178275]"
"[0.04518521022002251, 0.035824618412456856]"
"[0.045172474780207306, 0.03580003313313096]"
"[0.0451597393403921, 0.03577544785380506]"
"[0.045147003900576896, 0.03575086257447917]"
"[0.04513426846076169, 0.03572627729515327]"
