0,1,2,3,4,5,6,7,8,9,10
14.318521659585215,13.978938400648685,12.339253222377208,24.298108718604023,34.72874693046323,35.1668337941413,34.74622144406928,33.98791957198453,28.35163642415747,21.072176253914343,9.082159549991488
24.48693606727362,25.998291453474277,21.10777363885103,33.41370747783357,47.748351909447294,53.21604018756142,55.4766186618489,54.116394290134664,43.38375961572052,32.58073022294857,14.463362755957196
27.88913527820574,33.96337707943996,28.425767374356273,33.18390086756544,43.46824131410972,55.068736595456805,64.99802730488861,64.0897671691195,50.59556484526092,38.61768503796016,17.021704818298566
26.642421979832037,36.31872953443234,30.752039592362987,30.228932013053647,38.89282202526067,54.44429698806757,66.82130104804405,63.09949458810085,51.210643034947296,40.663413015774445,17.564760377775773
26.83026572648354,38.92218798238695,31.290170676037064,30.439409497614687,42.551251421702496,60.8466835597015,66.53791171977585,56.127932595721106,47.52717179809192,38.00170596174441,16.0532073337986
31.626466489836126,46.562418403180395,37.14848658728728,37.026146817144344,51.67144281376432,69.63672150695211,68.93255429675473,57.10006473220994,46.41841043010714,32.83387357265583,13.118837449603557
40.09078174151716,63.11273785048413,57.732864826169035,58.09897420686083,70.46286336588977,80.02095411077204,71.71136410797446,60.68077014368827,44.39561807371168,27.447753505303833,10.806104792299259
56.69412988262688,99.08990743535821,109.67970608262901,111.34556973029663,106.02069349431598,93.66876672832085,71.13708055352011,54.45174865822409,37.06873597075243,23.332736564862,10.554983684622297
78.16015490432474,146.51838932829887,186.05624958014346,194.7601835736846,150.31251247013856,98.8337110130341,60.43318180464626,39.70958765546113,28.99274636713188,21.202872005278852,11.482446880476788
107.08206379997578,201.25980809883418,264.39975899572937,270.77628782716533,171.37363670991235,83.81052293951812,42.56745783053093,27.576585525546783,25.781383877713974,25.507160342926877,16.82097901534937
129.80598938219634,234.8520793136061,295.406666146378,282.3825775141029,152.35936353715636,64.01612066158555,34.67323304560605,28.874156670590775,34.08336993216637,41.738415918249515,29.616722795702124
99.1900181710684,179.71049768341703,216.86146998074963,200.33187687572791,119.35081584701972,68.81581366903866,48.260532624032244,45.93264903130102,51.872750664042094,55.72057382038494,36.53534077007433
41.42831392777446,80.76536421019816,103.89589084197218,108.07030398841596,93.0485263576912,76.4709865862315,56.98160067784975,49.93179443554952,47.78531750659371,41.40495164837396,24.34014847990015
9.904504003430763,21.27494164622731,32.757616025212066,42.58567227620598,47.43175283836894,43.96111846147353,32.204051593155285,25.443856439707503,20.784685878227073,15.081870062567736,8.219684276645182
1.4849196953510295,3.2120315832532746,5.877059341167259,9.469184371692721,11.542498157823617,10.807486021691245,7.741939228066886,6.024705647909512,4.542841076369318,2.7392927045541007,1.3710274630555581
0.12953666087001423,0.2601498356471302,0.5991814020728452,1.2929059286529776,1.4467870453368912,1.1735421956937426,0.8466927730421215,0.9161396340984669,0.754614651080341,0.30241810275671566,0.11024567087620794
0.005394905040534692,0.010942092799552185,0.046118092007355706,0.1392364480170463,0.12385618765300614,0.06485505981578091,0.05390885772010176,0.11822377876431354,0.10797629684264125,0.02666730329566516,0.004448573686136254
