time,distance (cm)
0.0,1004
0.01,1004
0.02,1004
0.03,1004
0.04,1004
0.05,1004
0.06,1004
0.07,1004
0.08,1004
0.09,1004
0.1,1004
0.11,1004
0.12,1004
0.13,1004
0.14,1004
0.15,1004
0.16,1004
0.17,1004
0.18,1004
0.19,1004
0.2,1004
0.21,1004
0.22,1004
0.23,1004
0.24,1004
0.25,1004
0.26,1004
0.27,1004
0.28,1004
0.29,1004
0.3,1004
0.31,1004
0.32,1004
0.33,1004
0.34,1004
0.35000000000000003,1004
0.36,1004
0.37,1004
0.38,1004
0.39,1004
0.4,1004
0.41000000000000003,1004
0.42,1004
0.43,1004
0.44,1004
0.45,1004
0.46,1004
0.47000000000000003,1004
0.48,1004
0.49,1004
0.5,1004
0.51,1004
0.52,1004
0.53,1004
0.54,1004
0.55,1004
0.56,1004
0.5700000000000001,1004
0.58,1004
