time,distance (cm)
0.0,1008
0.01,1008
0.02,1008
0.03,1008
0.04,1008
0.05,1008
0.06,1008
0.07,1008
0.08,1008
0.09,1008
0.1,1008
0.11,1008
0.12,1008
0.13,1008
0.14,1008
0.15,1008
0.16,1008
0.17,1008
0.18,1008
0.19,1008
0.2,1008
0.21,1008
0.22,1008
0.23,1008
0.24,1008
0.25,1008
0.26,1008
0.27,1008
0.28,1008
0.29,1008
0.3,1008
0.31,1008
0.32,1008
0.33,1008
0.34,1008
0.35000000000000003,1008
0.36,1008
0.37,1008
0.38,1008
0.39,1008
0.4,1008
0.41000000000000003,1008
0.42,1008
0.43,1008
0.44,1008
0.45,1008
0.46,1008
0.47000000000000003,1008
0.48,1008
0.49,1008
0.5,1008
0.51,1008
0.52,1008
0.53,1008
0.54,1008
0.55,1008
0.56,1008
0.5700000000000001,1008
0.58,1008
0.59,1008
0.6,1008
0.61,1008
0.62,1008
0.63,1008
0.64,1008
0.65,1008
0.66,1008
0.67,1008
0.68,1008
0.6900000000000001,1008
0.7000000000000001,1008
0.71,1008
0.72,1008
0.73,1008
0.74,1008
0.75,1008
0.76,1008
0.77,1008
0.78,1008
0.79,1008
0.8,1008
0.81,1008
0.8200000000000001,1008
0.8300000000000001,1008
0.84,1008
0.85,1008
0.86,1008
0.87,1008
0.88,1008
0.89,1008
0.9,1008
0.91,1008
0.92,1008
0.93,1008
0.9400000000000001,1008
0.9500000000000001,1008
0.96,1008
0.97,1008
0.98,1008
0.99,1008
1.0,1008
1.01,1008
1.02,1008
1.03,1008
1.04,1008
1.05,1008
1.06,1008
1.07,1008
1.08,1008
1.09,1008
1.1,1008
1.11,1008
1.12,1008
1.1300000000000001,1008
1.1400000000000001,1008
1.1500000000000001,1008
1.16,1008
1.17,1008
1.18,1008
1.19,1008
1.2,1008
1.21,1008
1.22,1008
1.23,1008
1.24,1008
1.25,1008
1.26,1008
1.27,1008
1.28,1008
1.29,1008
1.3,1008
1.31,1008
1.32,1008
1.33,1008
1.34,1008
1.35,1008
1.36,1008
1.37,1008
1.3800000000000001,1008
1.3900000000000001,1008
1.4000000000000001,1008
1.41,1008
1.42,1008
1.43,1008
1.44,1008
1.45,1008
1.46,1008
1.47,1008
1.48,1008
1.49,1008
1.5,1008
1.51,1008
1.52,1008
1.53,1008
1.54,1008
1.55,1008
1.56,1008
1.57,1008
1.58,1008
1.59,1008
1.6,1008
1.61,1008
1.62,1008
1.6300000000000001,1008
1.6400000000000001,1008
1.6500000000000001,1008
1.6600000000000001,1008
1.67,1008
1.68,1008
1.69,1008
1.7,1008
1.71,1008
1.72,1008
1.73,1008
1.74,1008
1.75,1008
1.76,1008
1.77,1008
1.78,1008
1.79,1008
1.8,1008
1.81,1008
1.82,1008
1.83,1008
1.84,1008
1.85,1008
1.86,1008
1.87,1008
1.8800000000000001,1008
1.8900000000000001,1008
1.9000000000000001,1008
1.9100000000000001,1008
1.92,1008
1.93,1008
1.94,1008
1.95,1008
1.96,1008
1.97,1008
1.98,1008
1.99,1008
2.0,1008
2.0100000000000002,1008
2.02,1008
2.0300000000000002,1008
2.04,1008
2.05,1008
2.06,1008
2.07,1008
2.08,1008
2.09,1008
2.1,1008
2.11,1008
2.12,1008
2.13,1008
2.14,1008
2.15,1008
2.16,1008
2.17,1008
2.18,1008
2.19,1008
2.2,1008
2.21,1008
2.22,1008
2.23,1008
2.24,1008
2.25,1008
2.2600000000000002,1008
2.27,1008
2.2800000000000002,1008
2.29,1008
2.3000000000000003,1008
2.31,1008
2.32,1008
2.33,1008
2.34,1008
2.35,1008
2.36,1008
2.37,1008
2.38,1008
2.39,1008
2.4,1008
2.41,1008
2.42,1008
2.43,1008
2.44,1008
2.45,1008
2.46,1008
2.47,1008
2.48,1008
2.49,1008
2.5,1008
2.5100000000000002,1008
2.52,1008
2.5300000000000002,1008
2.54,1008
2.5500000000000003,1008
2.56,1008
2.57,1008
2.58,1008
2.59,1008
2.6,1008
2.61,1008
2.62,1008
2.63,1008
2.64,1008
2.65,1008
2.66,1008
2.67,1008
2.68,1008
2.69,1008
2.7,1008
2.71,1008
2.72,1008
2.73,1008
2.74,1008
2.75,1008
